更新時間,yyyymmdd,基金代碼,國內外基金註記,基金規模(台幣/億),基金目前規模區間,基金成立時間,基金成立幾年,基金公司代碼,計價幣別,基金經理人,區域別,基金投資產業分類1,基金投資產業分類2,基金投資產業分類3,aum基金型態別,商品投資屬性,高收益債註記,保本型基金註記,淨值,sharpe,beta,一個月累積報酬率(%),三個月累積報酬率(%),六個月累積報酬率(%),一年累積報酬率(%),三年累積報酬率(%),五年累積報酬率(%),自今年以來報酬率(%),自成立日起報酬率(%),基金評等,熱賣基金註記,投資型態別,cluster
2017-05-26 12:32:00,20170526,L74,1.0,60667.5895,i.5~10兆元台幣,2010-10-06 00:00:00,7.0,L ,USD,Douglas J. Peebles/Jorgen Kjaersgaard/John Taylor,LU  ,公司債,全球政府債券,約當現金,B,RR3,1.0,N,15.52,0.38,0.55,0.81,1.98,4.25,5.96,12.1,37.53,2.27,42.08,4.0,0,b.債券型,2
2017-05-26 12:32:00,20170526,L75,1.0,673338.65168,i.>10兆元台幣,2010-06-08 00:00:00,7.0,L ,AUD,Douglas J. Peebles/Paul J. DeNoon/Gershon Distenfeld,LU  ,高收益公司債券,美國國庫券,新興市場債-當地貨幣,B,RR3,1.0,N,15.41,0.71,0.92,1.03,1.78,8.37,14.57,15.45,47.58,5.62,,4.5,0,b.債券型,2
2017-05-26 12:32:00,20170526,L76,1.0,6347.99408,g.5000億~1兆元台幣,2010-02-26 00:00:00,7.0,L ,USD,Henry D'Auria/Stuart Rae/Rajeev Eyunni,LU  ,金融,資訊科技,原物料,E,RR5,0.0,N,45.97,0.53,0.95,1.5,2.29,13.45,28.41,-0.69,14.01,13.87,4.55,2.0,0,a.股票型,3
2017-05-26 12:32:00,20170526,L77,1.0,6347.99408,g.5000億~1兆元台幣,2010-02-26 00:00:00,7.0,L ,EUR,Henry D'Auria/Stuart Rae/Rajeev Eyunni,LU  ,金融,資訊科技,原物料,E,RR5,0.0,N,40.99,0.53,0.67,-1.66,-3.69,6.72,27.54,20.74,27.54,6.8,27.02,2.5,0,a.股票型,3
2017-05-26 12:32:00,20170526,L78,1.0,13839.2288,h.1~5兆元台幣,2009-11-30 00:00:00,8.0,L ,USD,Stuart Rae/Rajeev Eyunni,LU  ,資訊科技,金融,原物料,E,RR5,0.0,N,20.55,0.56,1.06,3.79,7.76,17.43,32.84,13.91,38.2,20.67,37.0,3.0,0,a.股票型,3
2017-05-26 12:32:00,20170526,L79,1.0,13839.2288,h.1~5兆元台幣,2009-11-30 00:00:00,8.0,L ,EUR,Stuart Rae/Rajeev Eyunni,LU  ,資訊科技,金融,原物料,E,RR5,0.0,N,18.33,0.61,0.76,0.6,1.5,10.49,31.97,38.55,54.68,13.22,83.48,3.5,0,a.股票型,3
2017-05-26 12:32:00,20170526,L80,1.0,13839.2288,h.1~5兆元台幣,2009-11-30 00:00:00,8.0,L ,AUD,Stuart Rae/Rajeev Eyunni,LU  ,資訊科技,金融,原物料,E,RR5,0.0,N,22.37,0.56,1.06,3.95,7.91,17.49,32.84,16.45,46.98,20.72,,3.0,0,a.股票型,3
2017-05-26 12:32:00,20170526,L81,1.0,13839.2288,h.1~5兆元台幣,2009-11-30 00:00:00,8.0,L ,USD,Stuart Rae/Rajeev Eyunni,LU  ,資訊科技,金融,原物料,E,RR5,0.0,N,15.52,0.56,1.07,3.84,7.78,17.52,32.92,13.93,38.36,20.67,37.22,3.0,0,a.股票型,3
2017-05-26 12:32:00,20170526,L82,1.0,13839.2288,h.1~5兆元台幣,2009-11-30 00:00:00,8.0,L ,EUR,Stuart Rae/Rajeev Eyunni,LU  ,資訊科技,金融,原物料,E,RR5,0.0,N,13.84,0.61,0.76,0.66,1.49,10.55,32.01,38.47,54.75,13.17,80.02,3.5,0,a.股票型,3
2017-05-26 12:32:00,20170526,L83,1.0,13839.2288,h.1~5兆元台幣,2009-11-30 00:00:00,8.0,L ,AUD,Stuart Rae/Rajeev Eyunni,LU  ,資訊科技,金融,原物料,E,RR5,0.0,N,14.52,0.56,1.06,3.87,7.87,17.39,32.84,16.4,46.71,20.61,,3.0,0,a.股票型,3
2017-05-26 12:32:00,20170526,L84,1.0,9210.6552,g.5000億~1兆元台幣,2011-10-14 00:00:00,6.0,L ,USD,Katsuaki Ogata/Atsushi Horikawa,JP  ,非核心消費品,資訊科技,工業,E,RR4,0.0,N,28.83,0.37,1.01,3.74,1.48,9.37,26.06,31.52,103.03,3.74,92.2,3.0,0,a.股票型,3
2017-05-26 12:32:00,20170526,L85,1.0,130148.92128,i.>10兆元台幣,2011-10-28 00:00:00,6.0,L ,USD,Kurt Feuerman/Anthony Nappo,US  ,資訊科技,非核心消費品,金融,E,RR4,0.0,N,28.79,0.48,1.02,2.31,2.53,9.84,15.86,26.77,82.33,7.23,91.93,3.0,0,a.股票型,3
2017-05-26 12:32:00,20170526,L87,1.0,673338.65168,i.>10兆元台幣,2012-09-28 00:00:00,5.0,L ,NZD,Douglas J. Peebles/Paul J. DeNoon/Gersjpm Distenfeld,LU  ,高收益公司債券,美國國庫券,新興市場債-當地貨幣,B,RR3,1.0,N,14.1,0.74,0.9,1.16,1.87,8.41,15.05,18.01,,5.75,37.5,4.5,0,b.債券型,2
2017-05-26 12:32:00,20170526,L88,1.0,311322.47744,i.>10兆元台幣,2012-09-28 00:00:00,5.0,L ,NZD,Douglas J. Peebles/Paul J. DeNoon/Gershon Distenfeld,US  ,美國國庫券,高收益公司債券,新興市場債-強勢貨幣,B,RR3,1.0,N,13.75,0.41,0.97,0.63,1.69,4.75,7.27,17.02,,3.58,26.91,4.5,0,b.債券型,2
2017-05-26 12:32:00,20170526,L89,1.0,32070.90848,h.1~5兆元台幣,2012-09-28 00:00:00,5.0,L ,NZD,Paul J. DeNoon/Marco Santamaria/Shamaila Khan/Christian DiClementi,LU  ,政府債券,準主權債券,公司債,B,RR3,1.0,N,13.26,0.44,1.11,1.31,3.36,10.59,14.44,20.13,,7.86,26.66,4.5,0,b.債券型,2
2017-05-26 12:32:00,20170526,L90,1.0,21360.5488,h.1~5兆元台幣,2012-09-28 00:00:00,5.0,L ,NZD,Daniel Loughney/John Taylor/Matthew Sheridan,LU  ,全球政府債券,投資等級公司債,通膨連結債券,B,RR2,0.0,N,13.13,0.3,0.2,0.2,0.37,0.93,1.56,7.18,,0.68,10.67,3.0,0,b.債券型,2
2017-05-26 12:32:00,20170526,L91,1.0,673338.65168,i.>10兆元台幣,2013-12-20 00:00:00,4.0,L ,USD,Douglas J. Peebles/Paul J. DeNoon/Gershon Distenfeld,LU  ,高收益公司債券,美國國庫券,新興市場債-當地貨幣,B,RR3,1.0,N,13.18,0.68,0.92,1.04,1.68,8.1,13.77,10.8,,5.5,,3.5,1,b.債券型,2
2017-05-26 12:33:00,20170526,L92,1.0,673338.65168,i.>10兆元台幣,2013-12-20 00:00:00,4.0,L ,AUD,Douglas J. Peebles/Paul J. DeNoon/Gershon Distenfeld,LU  ,高收益公司債券,美國國庫券,新興市場債-當地貨幣,B,RR3,1.0,N,13.02,0.73,0.9,1.04,1.81,8.34,14.62,15.47,,5.66,,4.5,0,b.債券型,2
2017-05-26 12:33:00,20170526,L93,1.0,60667.5895,i.5~10兆元台幣,2013-12-20 00:00:00,4.0,L ,EUR,Douglas J. Peebles/Jorgen Kjaersgaard/John Taylor,LU  ,公司債,全球政府債券,約當現金,B,RR3,1.0,N,13.98,0.25,0.54,0.6,1.49,3.24,4.07,9.33,,1.47,,3.0,0,b.債券型,2
2017-05-26 12:33:00,20170526,L94,1.0,60667.5895,i.5~10兆元台幣,2013-12-20 00:00:00,4.0,L ,AUD,Douglas J. Peebles/Jorgen Kjaersgaard/John Taylor,LU  ,公司債,全球政府債券,約當現金,B,RR3,1.0,N,13.97,0.43,0.57,0.73,2.05,4.56,6.75,17.39,,2.46,,4.5,0,b.債券型,2
2017-05-26 12:33:00,20170526,L95,1.0,60667.5895,i.5~10兆元台幣,2013-12-20 00:00:00,4.0,L ,USD,Douglas J. Peebles/Jorgen Kjaersgaard/John Taylor,LU  ,公司債,全球政府債券,約當現金,B,RR3,1.0,N,13.98,0.37,0.54,0.74,2.0,4.19,5.8,11.78,,2.26,,4.0,0,b.債券型,2
2017-05-26 12:33:00,20170526,L96,1.0,311322.47744,i.>10兆元台幣,2013-12-20 00:00:00,4.0,L ,USD,Douglas J. Peebles/Paul J. DeNoon/Gershon Distenfeld,US  ,美國國庫券,高收益公司債券,新興市場債-強勢貨幣,B,RR3,1.0,N,13.89,0.34,0.96,0.53,1.53,4.36,6.13,9.34,,3.25,,3.5,0,b.債券型,2
2017-05-26 12:33:00,20170526,L97,1.0,311322.47744,i.>10兆元台幣,2013-12-20 00:00:00,4.0,L ,AUD,Douglas J. Peebles/Paul J. DeNoon/Gershon Distenfeld,US  ,美國國庫券,高收益公司債券,新興市場債-強勢貨幣,B,RR3,1.0,N,13.81,0.39,0.98,0.6,1.67,4.74,7.0,14.7,,3.56,,4.0,0,b.債券型,2
2017-05-26 12:33:00,20170526,L98,1.0,32070.90848,h.1~5兆元台幣,2013-12-20 00:00:00,4.0,L ,USD,Paul J. DeNoon/Marco Santamaria/Shamaila Khan/Christian DiClementi,LU  ,政府債券,準主權債券,公司債,B,RR3,1.0,N,14.38,0.42,1.1,1.22,3.37,10.19,13.33,13.03,,7.73,,4.0,0,b.債券型,2
2017-05-26 12:33:00,20170526,L99,1.0,32070.90848,h.1~5兆元台幣,2014-01-14 00:00:00,3.0,L ,AUD,Paul J. DeNoon/Marco Santamaria/Shamaila Khan/Christian DiClementi,LU  ,政府債券,準主權債券,公司債,B,RR3,1.0,N,14.21,0.44,1.11,1.3,3.46,10.58,14.15,17.97,,7.94,26.82,4.5,0,b.債券型,2
2017-05-26 11:56:00,20170526,M05,1.0,108829.882,i.>10兆元台幣,1991-01-02 00:00:00,26.0,M ,EUR,John Surplice/Martin Walker,LU  ,金融,,能源,E,RR4,0.0,N,20.89,0.43,0.63,2.4,8.58,15.8,20.54,17.56,95.05,8.97,,2.5,0,a.股票型,3
2017-05-26 11:57:00,20170526,M06,1.0,4630.3397,f.500~5000億元台幣,1991-01-02 00:00:00,26.0,M ,EUR,Adrian Bignell/Jonathan Brown,LU  ,資訊科技,能源,工業,E,RR4,0.0,N,24.35,0.51,0.37,2.87,6.15,15.24,16.51,24.04,104.79,11.54,,2.5,0,a.股票型,3
2017-05-26 11:57:00,20170526,M09,1.0,2915.0028,f.500~5000億元台幣,1991-01-02 00:00:00,26.0,M ,JPY,Osamu Tokuno,JP  ,其他,半導體產品與設備,資本貨物,E,RR4,0.0,N,1325.0,0.21,1.01,10.51,7.72,13.15,12.77,52.12,170.96,12.1,,2.5,0,a.股票型,3
2017-05-26 11:57:00,20170526,M16,1.0,12515.47648,h.1~5兆元台幣,1994-10-03 00:00:00,23.0,M ,USD,Ido Cohen/Juan Hartsfield,LU  ,媒體,軟體,互聯網和直銷零售,E,RR4,0.0,N,47.45,0.87,0.63,4.22,10.58,19.04,32.62,44.4,135.95,18.71,,4.5,0,a.股票型,3
2017-05-26 11:57:00,20170526,M20,1.0,4572.96256,f.500~5000億元台幣,1992-09-02 00:00:00,25.0,M ,USD,Jalil Rasheed,IE  ,金融,消費必需品,工業,E,RR5,0.0,N,95.5,0.1,0.95,2.25,7.05,10.72,4.72,-7.36,8.55,11.46,,1.0,0,a.股票型,3
2017-05-26 11:57:00,20170526,M21,1.0,962.72896,f.500~5000億元台幣,1993-01-13 00:00:00,24.0,M ,USD,Daiji Ozawa,JP  ,工業,非消費必需品,資訊科技,E,RR4,0.0,N,21.69,0.58,0.17,4.18,5.09,9.6,17.05,26.4,57.17,10.44,,3.0,0,a.股票型,3
2017-05-26 11:57:00,20170526,M22,1.0,8965.41344,g.5000億~1兆元台幣,1992-09-02 00:00:00,25.0,M ,USD,Mark Nash,IE  ,,,,B,RR2,0.0,N,27.81,0.08,1.34,1.09,3.04,4.72,2.25,2.25,2.96,5.1,,2.5,0,b.債券型,2
2017-05-26 11:57:00,20170526,M23,1.0,2105.9696,f.500~5000億元台幣,1992-09-02 00:00:00,25.0,M ,USD,Dean Newman,IE  ,資訊科技,金融,非消費必需品,E,RR5,0.0,N,44.18,0.48,0.93,4.17,6.77,19.41,24.77,7.31,40.21,17.16,,3.0,0,a.股票型,3
2017-05-26 11:57:00,20170526,M25,1.0,14350.67856,h.1~5兆元台幣,1994-03-03 00:00:00,23.0,M ,USD,Derek Taner,IE  ,生物科技,製藥,醫療保健提供商與服務,E,RR3,0.0,N,122.79,0.1,1.1,0.88,0.79,6.99,4.93,9.54,72.0,9.02,,1.5,0,a.股票型,2
2017-05-26 11:57:00,20170526,M30,1.0,15253.23696,h.1~5兆元台幣,1994-01-12 00:00:00,23.0,M ,USD,Joseph Portera/Darren Hughes/Scott Roberts/Jack Deino/Rashique Rahman,IE  ,已開發國家公司債,新興市場公司債券,準國債及海外政府債券,B,RR3,1.0,N,12.63,0.63,0.78,0.72,1.45,5.77,10.16,9.88,30.2,3.95,341.29,2.5,0,b.債券型,2
2017-05-26 11:57:00,20170526,M31,1.0,3640.31888,f.500~5000億元台幣,1993-01-13 00:00:00,24.0,M ,USD,Erik Voss/Janet Luby,IE  ,其他,網路軟體與服務,家庭娛樂軟體,E,RR4,0.0,N,19.17,0.63,1.06,5.85,9.86,19.66,29.18,37.52,77.01,19.89,,1.5,0,a.股票型,3
2017-05-26 11:57:00,20170526,M33,1.0,3610.2336,f.500~5000億元台幣,1991-01-02 00:00:00,26.0,M ,USD,Paul Mueller,US  ,現金,其他,,M,RR1,0.0,N,87.41,2.23,1.11,0.06,0.16,0.26,0.4,0.45,0.45,0.23,,3.0,0,c.貨幣型,2
2017-05-26 11:57:00,20170526,M35,1.0,1406.36808,f.500~5000億元台幣,1994-11-01 00:00:00,23.0,M ,GBP,Sean Connery,GB  ,國債,現金及外匯,,B,RR2,0.0,N,16.45,0.21,1.54,0.49,1.73,4.58,7.37,24.56,23.26,2.11,,4.5,0,b.債券型,2
2017-05-26 11:57:00,20170526,M36,1.0,20109.8695,h.1~5兆元台幣,1996-04-01 00:00:00,21.0,M ,EUR,Michael Siviter,LU  ,,,,B,RR2,0.0,N,7.41,0.16,0.77,0.5,1.3,2.07,2.86,16.04,32.3,0.78,,3.0,0,b.債券型,2
2017-05-26 11:57:00,20170526,M37,1.0,4211.9392,f.500~5000億元台幣,1996-11-05 00:00:00,21.0,M ,USD,鄭榮澤,KR  ,消費必需品,資訊科技,健康護理,E,RR5,0.0,N,29.38,-0.04,1.02,7.19,11.08,23.45,-3.99,6.84,40.04,23.5,,1.0,0,a.股票型,3
2017-05-26 11:57:00,20170526,M38,1.0,11592.7483,h.1~5兆元台幣,1993-01-13 00:00:00,24.0,M ,USD,Erik Esselink/Oliver Collin,IE  ,工業,金融,原物料,E,RR4,0.0,N,260.24,0.48,0.79,7.8,17.21,32.04,28.37,15.37,136.15,21.49,,3.5,0,a.股票型,3
2017-05-26 11:57:00,20170526,M39,1.0,8965.41344,g.5000億~1兆元台幣,1992-09-02 00:00:00,25.0,M ,USD,Mark Nash,IE  ,,,,B,RR2,0.0,N,27.51,0.08,1.33,1.09,3.02,4.71,2.22,2.26,2.96,5.14,,2.5,0,b.債券型,2
2017-05-26 11:57:00,20170526,M40,1.0,15253.23696,h.1~5兆元台幣,2004-07-30 00:00:00,13.0,M ,USD,Joseph Portera/Darren Hughes/Scott Roberts/Jack Deino,IE  ,已開發國家公司債,新興市場公司債券,準國債及海外政府債券,B,RR3,1.0,N,12.08,0.62,0.78,0.65,1.45,5.75,10.1,9.91,30.28,3.89,137.29,2.5,0,b.債券型,2
2017-05-26 11:57:00,20170526,M41,1.0,7220.4672,g.5000億~1兆元台幣,2000-03-10 00:00:00,17.0,M ,USD,Jorge Ordonez/Rashique Rahman/Michael Hyman/Avi Hooper,IE  ,準國債及海外政府債券,企業,現金,B,RR3,1.0,N,22.36,0.39,0.93,0.95,2.38,7.52,10.6,15.25,33.28,6.12,294.26,4.5,0,b.債券型,2
2017-05-26 11:58:00,20170526,M42,1.0,7220.4672,g.5000億~1兆元台幣,2004-07-30 00:00:00,13.0,M ,USD,Jorge Ordonez/Rashique Rahman/Michael Hyman/Avi Hooper,IE  ,準國債及海外政府債券,企業,現金,B,RR3,1.0,N,20.73,0.39,0.94,0.95,2.4,7.52,10.58,15.26,33.3,6.1,163.14,4.5,0,b.債券型,2
2017-05-26 11:58:00,20170526,M43,1.0,10510.698,h.1~5兆元台幣,2001-08-03 00:00:00,16.0,M ,USD,Paul Chesson/Tony Roberts,JP  ,其他,銀行,電力公用事業,E,RR4,0.0,N,20.44,0.57,0.26,1.39,0.15,8.69,16.95,21.12,73.46,7.55,,2.5,0,a.股票型,3
2017-05-26 11:58:00,20170526,M44,1.0,3717.791,f.500~5000億元台幣,2001-04-12 00:00:00,16.0,M ,EUR,Stephanie Butcher,IE  ,金融,工業,能源,E,RR4,0.0,N,9.65,0.37,0.79,3.32,10.79,19.8,19.66,24.12,128.42,11.2,,3.0,0,a.股票型,3
2017-05-26 11:58:00,20170526,M45,1.0,6602.11682,g.5000億~1兆元台幣,2001-08-03 00:00:00,16.0,M ,GBP,Martin Walker,GB  ,金融,工業,能源,E,RR4,0.0,N,9.39,0.52,0.56,4.1,7.19,12.07,23.51,24.6,102.56,7.41,190.14,3.5,0,a.股票型,3
2017-05-26 11:58:00,20170526,M48,1.0,3098.78384,f.500~5000億元台幣,2002-06-28 00:00:00,15.0,M ,USD,Glen Murphy/Donna Wilson,US  ,資訊科技,健康護理,金融,E,RR4,0.0,N,24.11,0.34,1.03,-2.39,-1.55,5.33,13.19,15.8,72.46,3.3,141.1,2.0,0,a.股票型,3
2017-05-26 11:58:00,20170526,M49,1.0,4633.13312,f.500~5000億元台幣,2001-02-01 00:00:00,16.0,M ,USD,Norman MacDonald,LU  ,油氣探勘與生產,綜合石油與天然氣,其他,E,RR4,0.0,N,17.25,-0.09,0.91,-1.88,-7.11,-9.5,-4.06,-44.21,-23.13,-13.01,72.5,1.0,0,a.股票型,3
2017-05-26 11:58:00,20170526,M50,1.0,8821.3041,g.5000億~1兆元台幣,1999-10-14 00:00:00,18.0,M ,EUR,Paul Mueller,LU  ,現金,金融,,M,RR1,0.0,N,321.16,-7.2,1.74,-0.04,-0.11,-0.21,-0.38,-0.51,-0.42,-0.17,,1.0,0,c.貨幣型,2
2017-05-26 11:58:00,20170526,M51,1.0,1047.7411,f.500~5000億元台幣,2000-11-06 00:00:00,17.0,M ,EUR,Luke Greenwood/Josef Portelli,LU  ,國債,現金及外匯,準國債及海外政府債券,B,RR2,0.0,N,15.76,-0.02,0.56,0.45,0.18,0.61,0.32,3.6,8.62,-1.33,57.62,2.0,0,b.債券型,2
2017-05-26 11:58:00,20170526,M54,1.0,7220.4672,g.5000億~1兆元台幣,2004-07-30 00:00:00,13.0,M ,EUR,Jorge Ordonez/Rashique Rahman/Michael Hyman/Avi Hooper,IE  ,準國債及海外政府債券,企業,現金,B,RR3,1.0,N,34.88,0.32,0.94,0.78,1.93,6.6,8.73,12.26,29.19,5.38,148.79,4.0,0,b.債券型,2
2017-05-26 11:58:00,20170526,M55,1.0,15253.23696,h.1~5兆元台幣,2004-07-30 00:00:00,13.0,M ,EUR,Joseph Portera/Darren Hughes/Scott Roberts/Jack Deino/Rashique Rahman,IE  ,已開發國家公司債,新興市場公司債券,準國債及海外政府債券,B,RR3,1.0,N,21.0,0.52,0.77,0.53,1.01,4.9,8.42,7.25,26.58,3.19,123.4,1.5,0,b.債券型,2
2017-05-26 11:58:00,20170526,M57,1.0,108829.882,i.>10兆元台幣,2006-12-11 00:00:00,11.0,M ,EUR,John Surplice/Martin Walker,LU  ,金融,,能源,E,RR4,0.0,N,18.34,0.43,0.63,2.4,8.64,15.81,20.54,17.55,95.26,8.96,60.32,2.5,0,a.股票型,3
2017-05-26 11:58:00,20170526,M61,1.0,2557.2488,f.500~5000億元台幣,1999-08-09 00:00:00,18.0,M ,USD,蕭光一/鄭榮澤,LU  ,資訊科技,非消費必需品,消費必需品,E,RR5,0.0,N,124.17,0.42,1.04,6.13,13.41,22.24,24.1,25.53,56.58,23.17,140.17,2.5,0,a.股票型,3
2017-05-26 11:58:00,20170526,M62,1.0,2196.22544,f.500~5000億元台幣,2005-08-29 00:00:00,12.0,M ,USD,Joe Rodriguez,IE  ,多元化,零售,住宅,E,RR4,0.0,N,12.21,0.07,1.0,-0.33,0.41,8.15,2.74,8.4,40.51,4.93,41.42,2.0,0,a.股票型,3
2017-05-26 11:58:00,20170526,M63,1.0,2196.22544,f.500~5000億元台幣,2005-08-29 00:00:00,12.0,M ,USD,Joe Rodriguez,IE  ,多元化,零售,住宅,E,RR4,0.0,N,14.95,0.08,1.0,-0.27,0.54,8.41,3.17,10.01,44.17,5.13,49.5,2.5,0,a.股票型,3
2017-05-26 11:58:00,20170526,M64,1.0,9597.20432,g.5000億~1兆元台幣,2006-12-11 00:00:00,11.0,M ,USD,Shekhar Sambhshivan,IN  ,金融,非消費必需品,原物料,E,RR5,0.0,N,63.35,0.34,1.14,-2.18,7.48,25.32,27.21,41.03,107.23,22.06,99.59,3.5,0,a.股票型,3
2017-05-26 11:59:00,20170526,M65,1.0,17389.29184,h.1~5兆元台幣,2006-12-11 00:00:00,11.0,M ,USD,Michael Fraikin/Thorsten Paarmann,LU  ,消費必需品,健康護理,,E,RR4,0.0,N,49.28,0.31,1.21,0.39,3.91,10.92,11.59,23.42,75.88,8.45,30.58,2.0,0,a.股票型,3
2017-05-26 11:59:00,20170526,M66,1.0,198056.866,i.>10兆元台幣,2000-11-06 00:00:00,17.0,M ,EUR,Michael Fraikin/Thorsten Paarmann,LU  ,工業,原物料,非消費必需品,E,RR4,0.0,N,18.95,0.31,0.75,2.71,7.67,15.62,12.46,31.69,93.96,10.62,89.5,3.0,0,a.股票型,3
2017-05-26 11:59:00,20170526,M67,1.0,1081.5392,f.500~5000億元台幣,2004-06-30 00:00:00,13.0,M ,EUR,Jason Holzer/Borge Endresen/Clas Olsson/Richard Nield/Matt Dennis,LU  ,金融,工業,非消費必需品,E,RR4,0.0,N,27.05,0.36,0.57,1.35,6.29,14.28,13.37,27.59,78.2,9.78,170.5,3.0,0,a.股票型,3
2017-05-26 11:59:00,20170526,M69,1.0,12004.02672,h.1~5兆元台幣,2006-12-14 00:00:00,11.0,M ,USD,Michael Hyman/Rashique Rahman/Avi Hooper/Jorge Ordonez,LU  ,其他,金融,現金,B,RR3,0.0,N,13.29,0.29,1.25,0.22,3.68,11.04,10.51,-13.04,-7.79,8.35,,1.5,0,b.債券型,2
2017-05-26 11:59:00,20170526,M70,1.0,12004.02672,h.1~5兆元台幣,2006-12-14 00:00:00,11.0,M ,USD,Michael Hyman/Rashique Rahman/Avi Hooper/Jorge Ordonez,LU  ,其他,金融,現金,B,RR3,0.0,N,7.09,0.29,1.25,0.22,3.68,11.04,10.52,-13.04,-7.79,8.35,,1.5,0,b.債券型,2
2017-05-26 11:59:00,20170526,M71,1.0,4633.13312,f.500~5000億元台幣,2008-07-31 00:00:00,9.0,M ,EUR,Norman MacDonald,LU  ,油氣探勘與生產,綜合石油與天然氣,其他,E,RR4,0.0,N,8.68,-0.13,0.9,-2.03,-7.46,-10.33,-5.65,-45.58,-25.81,-13.55,-60.88,1.0,0,a.股票型,3
2017-05-26 11:59:00,20170526,M72,1.0,12004.02672,h.1~5兆元台幣,2008-07-31 00:00:00,9.0,M ,EUR,Michael Hyman/Rashique Rahman/Avi Hooper/Jorge Ordonez,LU  ,其他,金融,現金,B,RR3,0.0,N,6.96,0.22,1.26,0.04,3.16,9.88,8.24,-16.08,-11.99,7.47,-6.42,1.0,0,b.債券型,2
2017-05-26 11:59:00,20170526,M73,1.0,3098.78384,f.500~5000億元台幣,2008-07-31 00:00:00,9.0,M ,EUR,Glen Murphy/Donna Wilson,US  ,資訊科技,健康護理,金融,E,RR4,0.0,N,12.83,0.29,1.03,-2.51,-1.91,4.48,11.27,13.24,67.06,2.64,35.91,1.5,0,a.股票型,3
2017-05-26 11:59:00,20170526,M74,1.0,20668.58736,h.1~5兆元台幣,2008-02-18 00:00:00,9.0,M ,EUR,阮偉國/蕭光一,CN  ,資訊科技,非消費必需品,金融,E,RR5,0.0,N,41.75,0.47,0.71,5.67,9.96,16.52,28.03,20.98,51.43,21.76,12.81,2.5,0,a.股票型,3
2017-05-26 11:59:00,20170526,M75,1.0,29573.83024,h.1~5兆元台幣,1992-07-15 00:00:00,25.0,M ,USD,蕭光一/郭韶瑜,LU  ,資訊科技,非消費必需品,消費必需品,E,RR5,0.0,N,55.44,0.56,0.86,5.42,12.09,16.69,29.05,23.39,71.8,20.34,1087.15,3.5,0,a.股票型,3
2017-05-26 11:59:00,20170526,M76,1.0,15644.3456,h.1~5兆元台幣,2006-03-31 00:00:00,11.0,M ,USD,景順亞洲股票投資團隊,LU  ,其他,,運輸,E,RR5,0.0,N,15.02,0.27,1.01,2.67,6.9,13.27,14.66,6.9,19.49,16.8,50.2,1.5,0,a.股票型,3
2017-05-26 11:59:00,20170526,M77,1.0,15644.3456,h.1~5兆元台幣,2006-03-31 00:00:00,11.0,M ,USD,景順亞洲股票投資團隊,LU  ,其他,,運輸,E,RR5,0.0,N,13.78,0.27,1.01,2.76,6.9,13.23,14.68,6.93,19.58,16.88,50.24,1.5,0,a.股票型,3
2017-05-26 11:59:00,20170526,M78,1.0,2196.22544,f.500~5000億元台幣,2005-08-29 00:00:00,12.0,M ,EUR,Joe Rodriguez,IE  ,多元化,零售,住宅,E,RR4,0.0,N,12.01,0.02,1.0,-0.5,-0.08,7.14,0.76,5.35,35.25,4.16,47.91,1.5,0,a.股票型,3
2017-05-26 11:59:00,20170526,M79,1.0,21510.9752,h.1~5兆元台幣,2008-10-31 00:00:00,9.0,M ,USD,蕭光一/胡嘉林,LU  ,金融,通訊服務,房地產,W,RR4,0.0,N,24.29,0.3,0.61,0.75,2.23,6.16,7.62,-1.78,19.13,5.43,100.91,1.0,0,d.平衡型,3
2017-05-26 11:59:00,20170526,M80,1.0,21510.9752,h.1~5兆元台幣,2008-10-31 00:00:00,9.0,M ,USD,蕭光一/胡嘉林,LU  ,金融,通訊服務,房地產,W,RR4,0.0,N,14.35,0.3,0.61,0.77,2.28,6.14,7.68,-1.8,19.16,5.42,100.91,1.0,0,d.平衡型,3
2017-05-26 12:00:00,20170526,M81,1.0,10228.9952,h.1~5兆元台幣,2008-03-25 00:00:00,9.0,M ,USD,阮偉國/Shekhar Sambhshivan,LU  ,消費必需品,非消費必需品,資訊科技,E,RR5,0.0,N,15.32,0.44,1.14,5.15,10.93,22.17,27.56,8.65,42.12,22.85,53.2,2.5,0,a.股票型,3
2017-05-26 12:00:00,20170526,M82,1.0,115589.502,i.>10兆元台幣,2006-03-31 00:00:00,11.0,M ,EUR,Paul Read/Julien Eberhardt,LU  ,金融,其他,消費必需品,B,RR3,0.0,N,17.69,0.17,0.75,0.41,0.87,2.45,2.88,6.14,29.35,1.56,76.9,3.0,0,b.債券型,2
2017-05-26 12:00:00,20170526,M83,1.0,115589.502,i.>10兆元台幣,2006-05-02 00:00:00,11.0,M ,EUR,Paul Read/Julien Eberhardt,LU  ,金融,其他,消費必需品,B,RR3,0.0,N,12.8,0.17,0.75,0.41,0.87,2.45,2.88,6.15,29.35,1.56,78.17,3.0,0,b.債券型,2
2017-05-26 12:00:00,20170526,M84,1.0,41472.1728,h.1~5兆元台幣,2011-09-30 00:00:00,6.0,M ,JPY,Tadao Minaguchi,JP  ,資訊科技,工業,健康護理,E,RR4,0.0,N,4279.0,0.35,0.85,6.07,4.16,12.9,22.01,46.84,155.31,8.69,152.9,3.5,0,a.股票型,3
